OBJECTID,Address Grid High,Address Grid Low,ENG_UNIQUE,Township Id,Road Id,Segment Id,Subsegment Id,Right City,Left County,Right County,Left State,Right State,Left FIPS,Right FIPS,Cardinality,Number of Lanes,Speed,Left City,Left Township,Right Township,Jurisdiction,Beginning Log Point,3D Length,Surface Type,Travel Direction,Reverse Direction,Divided,Alternate Pre Direction,Alternate Street Name,Alternate Suffix Direction,Alternate Street Type,End Log Point,Beginning Log Point 2,End Log Point 2,NLFID 2,Overlapping Road,Road ID,Pre Direction,Suffix Direction,Left To Address,Left From Address,Right To Address,Right From Address,Left Zip Code,Right Zip Code,Street Name,Street Type,Road Number,NLFID,Pre Type,Full Street Name,PNAME,Left Community,Right Community,Shield,SHAPE__Length
464,9700,5901,MINK STREET,,31,8,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1631000800, , ,0,0,0,0,43061,43061,MINK STREET,RD,177,CDELCR00177**C, ,MINK STREET RD,MINK STREET,THOMPSON TWP,THOMPSON TWP, ,98.9408348202464
465,1100,801, ,,41,1,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1641000100, , ,865,865,0,0,43040,43040,BROWN,RD,176,TDELTR00176**C, ,BROWN RD,BROWN,THOMPSON TWP,THOMPSON TWP, ,333.79600017762
466,1300,1,COOVER,,31,72,0, ,DEL,DEL,OH,OH,77560,77560,C,2,45, ,TROY TWP,TROY TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1831007200, , ,1179,491,1088,500,43015,43015,COOVER,RD,194,CDELCR00194**C, ,COOVER RD,COOVER,TROY TWP,TROY TWP, ,1675.51268090729
467,6100,2400, ,,41,76,0, ,DEL,DEL,OH,OH,65312,77560,C,2,55, ,RADNOR TWP,TROY TWP,T,0,0,P,B, ,N,NORTH/N,SECTION LINE/SECTIONLINE, ,RD/RD,0,0,0, , ,1841007600,N, ,0,0,2772,2500,43066,43066,SECTION LINE,RD,8,TDELTR00008**C, ,N SECTION LINE RD,SECTION LINE,RADNOR TWP,TROY TWP, ,808.776017243111
468,3800,2701, ,,41,32,1, ,DEL,DEL,OH,OH,65312,65312,C,2,35, ,RADNOR TWP,RADNOR TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1441003201, , ,2740,3660,2739,3579,43066,43066,BUTTERMILK HILL,RD,193,TDELTR00193**C, ,BUTTERMILK HILL RD,BUTTERMILK HILL,RADNOR TWP,RADNOR TWP, ,1902.18750439352
469,1300,1, ,,41,72,0, ,DEL,DEL,OH,OH,77560,77560,C,2,45, ,TROY TWP,TROY TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1841007200, , ,0,0,428,26,43015,43015,COOVER,RD,194,TDELTR00194**C, ,COOVER RD,COOVER,TROY TWP,TROY TWP, ,1079.9480962879
470,9700,5901,MINK STREET,,31,4,1, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1631000401, , ,7696,8852,7769,8921,43061,43061,MINK STREET,RD,177,CDELCR00177**C, ,MINK STREET RD,MINK STREET,THOMPSON TWP,THOMPSON TWP, ,2573.16493893387
471,6400,1451,TROY,,31,73,0, ,DEL,DEL,OH,OH,77560,77560,C,2,55, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831007300, , ,2941,2929,2944,2904,43015,43015,TROY,RD,7,CDELCR00007**C, ,TROY RD,TROY,TROY TWP,TROY TWP, ,220.42259285204
472,2700,1200, ,,41,75,1, ,DEL,DEL,OH,OH,77560,77560,C,2,55, ,TROY TWP,TROY TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1841007501, , ,1410,2080,1329,2023,43015,43015,BUTTERMILK HILL,RD,193,TDELTR00193**C, ,BUTTERMILK HILL RD,BUTTERMILK HILL,TROY TWP,TROY TWP, ,1724.09779865964
473,1800,700,HANOVER,,31,53,0, ,DEL,DEL,OH,OH,77560,77560,C,2,55, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831005300, , ,1747,745,1680,822,43015,43015,HANOVER,RD,214,CDELCR00214**C, ,HANOVER RD,HANOVER,TROY TWP,TROY TWP, ,2493.1563077005
474,7300,2220,HORSESHOE,,31,95,0, ,DEL,DEL,OH,OH,77560,77560,C,2,50, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831009500, , ,5221,4083,5208,4020,43015,43015,HORSESHOE,RD,220,CDELCR00220**C, ,HORSESHOE RD,HORSESHOE,TROY TWP,TROY TWP, ,2489.92549807655
475,1300,1101, ,,41,5,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1641000500, , ,1207,1207,0,0,43061,43061,TYLER,RD,175,TDELTR00175**C, ,TYLER RD,TYLER,THOMPSON TWP,THOMPSON TWP, ,172.566048160528
476,7400,6200, ,,41,64,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,T,0,0,P,B, ,N, , , , ,0,0,0,TDELTR00033**C,Y,841006400, , ,0,0,7148,6908,43074,43074,CLARK,RD,33,TDELTR00033**C, ,CLARK RD,CLARK,KINGSTON TWP,KINGSTON TWP, ,1143.57814121587
477,9700,7100, ,,41,80,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,T,0,0,U,B, ,N,/E,EAST LIBERTY/LIBERTY,NORTH/N,RD/RD,0,0,0, , ,1341008000, ,N,8985,8837,9180,8888,43334,43334,EAST LIBERTY,RD,55,TDELTR00055**C, ,EAST LIBERTY RD N,EAST LIBERTY,PORTER TWP,PORTER TWP, ,777.045443356537
478,3000,1900,MEREDITH,,31,24,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1431002400, , ,2241,2241,2262,2070,43015,43015,MEREDITH,RD,191,CDELCR00191**C, ,MEREDITH RD,MEREDITH,RADNOR TWP,RADNOR TWP, ,1655.28525225216
479,7800,1501, ,,21,7,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 257/ST RT 257/257,N/N/, ,0,0,0,SDELSR00257**C,M,1621000700, ,N,1745,1501,0,0,43061,43061,257, ,257,SDELSR00257**C,STATE ROUTE,STATE ROUTE 257 N,STATE ROUTE 257,THOMPSON TWP,THOMPSON TWP,SR-257,690.284429642994
480,7800,71, ,,21,33,1, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,S,0,0,P,B, ,N, ,SR 203/ST RT 203/203, , ,0,0,0, , ,1421003301, , ,2301,2161,2320,2248,43066,43066,203, ,203,SDELSR00203**C,STATE ROUTE,STATE ROUTE 203,STATE ROUTE 203,RADNOR TWP,RADNOR TWP,SR-203,503.185107359153
481,5600,4600,DAVID,,31,21,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1431002100, , ,4926,5300,4665,5511,43015,43015,DAVID,RD,190,CDELCR00190**C, ,DAVID RD,DAVID,RADNOR TWP,RADNOR TWP, ,2000.50027727922
482,5100,4000, ,,41,67,0, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,341006700, , ,4727,4435,5100,4500,43015,43015,PITTMAN,RD,263,TDELTR00263**C, ,PITTMAN RD,PITTMAN,BROWN TWP,BROWN TWP, ,1828.62951259672
483,10200,8200, ,,41,102,1, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1341010201, , ,9839,9839,9800,9800,43334,43011,TRIMMER,RD,58,TDELTR00058**C, ,TRIMMER RD,TRIMMER,PORTER TWP,PORTER TWP, ,715.682374199288
484,15700,15400, ,,42,101,0, ,DEL,DEL,OH,OH,64178,64178,C,2,25, ,PORTER TWP,PORTER TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1342010100, , ,15665,15495,15680,15500,43011,43011,BEECH TREE,LN,381,TDELTR00381**C, ,BEECH TREE LN,BEECH TREE,PORTER TWP,PORTER TWP, ,479.972917063417
485,5300,2001,PANHANDLE,,31,54,0, ,DEL,DEL,OH,OH,77560,77560,C,2,55, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831005400, , ,3731,3361,3698,3318,43015,43015,PANHANDLE,RD,215,CDELCR00215**C, ,PANHANDLE RD,PANHANDLE,TROY TWP,TROY TWP, ,1123.56832648626
486,0,0, ,,65,55,0, ,DEL,DEL,OH,OH,77560,77560,C,1,20, ,TROY TWP,TROY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,1865005500, , ,0,0,0,0,43015,43015, , ,80375,PDELTR80375**C, , , ,TROY TWP,TROY TWP, ,949.283172083516
487,8700,6001, ,,21,74,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,S,0,0,P,B, ,N, ,STATE ROUTE 61/SR 61/ST RT 61/61,/N/N/, ,0,0,0, , ,1321007400, ,N,8537,8167,8512,7790,43074,43074,61, ,61,SDELSR00061**C,STATE ROUTE,STATE ROUTE 61 N,STATE ROUTE 61,PORTER TWP,PORTER TWP,SR-61,1542.50255674449
488,12400,6200,KILBOURNE,,31,73,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,C,0,0,P,B, ,N, , , , ,0,0,0,CDELCR00065**C,Y,1331007300, , ,0,0,12388,12012,43074,43074,KILBOURNE,RD,65,CDELCR00065**C, ,KILBOURNE RD,KILBOURNE,PORTER TWP,PORTER TWP, ,899.110575202632
489,12400,6200,KILBOURNE,,31,74,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,C,0,0,P,B, ,N, , , , ,0,0,0,CDELCR00065**C,Y,831007400, , ,11747,11405,11950,11370,43074,43074,KILBOURNE,RD,65,CDELCR00065**C, ,KILBOURNE RD,KILBOURNE,KINGSTON TWP,KINGSTON TWP, ,1817.89882821391
490,8000,3100, ,,41,72,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,841007200, , ,7373,7295,7928,7440,43074,43074,BLUE CHURCH,RD,67,TDELTR00067**C, ,BLUE CHURCH RD,BLUE CHURCH,KINGSTON TWP,KINGSTON TWP, ,1844.03410627993
491,6800,2001, ,,12,71,1, ,DEL,DEL,OH,OH,77560,77560,C,4,55, ,TROY TWP,TROY TWP,S,0,0,P,B, ,N, ,US 23/US HWY 23/23,N/N/, ,0,0,0, , ,1812007101, ,N,0,0,3366,3174,43015,43015,23, ,23,SDELUS00023**C,US HIGHWAY,US HIGHWAY 23 N,US HIGHWAY 23,TROY TWP,TROY TWP,US-23,764.295314704194
492,0,0, ,,65,68,0, ,DEL,DEL,OH,OH,77560,77560,C,2,20, ,TROY TWP,TROY TWP,P,0,0,P,B,True,N, , , , ,0,0,0, , ,1865006800, , ,0,0,0,0,43015,43015, , ,80366,PDELTR80366**C, , , ,TROY TWP,TROY TWP, ,830.998377196454
493,0,0, ,,65,69,0, ,DEL,DEL,OH,OH,77560,77560,C,2,20, ,TROY TWP,TROY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,1865006900, , ,0,0,0,0,43015,43015, , ,80368,PDELTR80368**C, , , ,TROY TWP,TROY TWP, ,399.298723284482
494,6300,901,N OLD STATE-2,,31,82,2, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,C,0,0,P,B, ,N,NORTH,OLD STATE, ,RD,0,0,0,CDELCR00010**C,Y,331008202,N, ,5541,5541,5494,5150,43015,43015,OLD STATE,RD,10,CDELCR00010**C, ,N OLD STATE RD,OLD STATE,BROWN TWP,BROWN TWP, ,1532.32198402802
495,5800,2592,LEONARDSBURG,,31,81,0, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,331008100, , ,5701,5701,5400,5296,43015,43015,LEONARDSBURG,RD,80,CDELCR00080**C, ,LEONARDSBURG RD,LEONARDSBURG,BROWN TWP,BROWN TWP, ,1768.15591257939
496,5160,3500, ,,41,64,0, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,341006400, , ,4981,3531,4860,4364,43015,43015,VELEY,RD,276,TDELTR00276**C, ,VELEY RD,VELEY,BROWN TWP,BROWN TWP, ,3256.5453378899
497,800,1, ,,41,144,1, ,DEL,DEL,OH,OH,70842,70842,C,2,55, ,SCIOTO TWP,SCIOTO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1541014401, , ,493,239,242,242,43040,43040,BROWN,RD,176,TDELTR00176**C, ,BROWN RD,BROWN,SCIOTO TWP,SCIOTO TWP, ,1447.09140287167
498,9600,5101, ,,21,143,0, ,DEL,DEL,OH,OH,70842,70842,C,2,55, ,SCIOTO TWP,SCIOTO TWP,S,0,0,P,B,True,N, ,SR 37/ST RT 37/37,W/W/, ,0,0,0,SDELSR00037**C,Y,1521014300, ,W,9334,9522,9353,9545,43040,43040,37, ,37,SDELSR00037**C,STATE ROUTE,STATE ROUTE 37 W,STATE ROUTE 37,SCIOTO TWP,SCIOTO TWP,SR-37,663.752530738945
499,5500,1749, ,,12,66,0, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,S,0,0,P,B, ,N, ,US 42/US HWY 42/42,N/N/,<Null>,0,0,0,SDELUS00042**C,Y,312006600, ,N,4297,3949,0,0,43015,43015,42, ,42,SDELUS00042**C,US HIGHWAY,US HIGHWAY 42 N,US HIGHWAY 42,BROWN TWP,BROWN TWP,US-42,950.763582046858
500,9600,5101, ,,21,142,0, ,DEL,DEL,OH,OH,70842,70842,C,2,55, ,SCIOTO TWP,SCIOTO TWP,S,0,0,P,B,True,N, ,SR 37/ST RT 37/37,W/W/, ,0,0,0,SDELSR00037**C,Y,1521014200, ,W,9030,9260,9105,9293,43061,43061,37, ,37,SDELSR00037**C,STATE ROUTE,STATE ROUTE 37 W,STATE ROUTE 37,SCIOTO TWP,SCIOTO TWP,SR-37,605.683158030785
501,3900,3600, ,,41,65,1, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,341006501, , ,3800,3800,0,0,43015,43015,WALTON,RD,265,TDELTR00265**C, ,WALTON RD,WALTON,BROWN TWP,BROWN TWP, ,365.592647611215
502,12400,6200,KILBOURNE,,31,71,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,C,0,0,P,B, ,N, , , , ,0,0,0,CDELCR00065**C,Y,831007100, , ,11011,10141,10390,10270,43074,43074,KILBOURNE,RD,65,CDELCR00065**C, ,KILBOURNE RD,KILBOURNE,KINGSTON TWP,KINGSTON TWP, ,2086.92265142961
503,7300,2220,HORSESHOE,,31,38,0, ,DEL,DEL,OH,OH,77560,77560,C,2,50, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831003800, , ,3855,3271,3950,3250,43015,43015,HORSESHOE,RD,220,CDELCR00220**C, ,HORSESHOE RD,HORSESHOE,TROY TWP,TROY TWP, ,1687.98162909415
504,8700,6001, ,,21,72,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,S,0,0,P,B, ,N, ,STATE ROUTE 61/SR 61/ST RT 61/61,/N/N/, ,0,0,0, , ,1321007200, ,N,7625,7555,7770,7556,43074,43074,61, ,61,SDELSR00061**C,STATE ROUTE,STATE ROUTE 61 N,STATE ROUTE 61,PORTER TWP,PORTER TWP,SR-61,605.682316110733
505,3500,2001, ,,41,63,0, ,DEL,DEL,OH,OH,09428,09428,C,2,50, ,BROWN TWP,BROWN TWP,T,0,0,P,B, ,N, ,KELLY MCMASTER/KELLYMCMASTER, ,RD/RD,0,0,0, , ,341006300, , ,2231,2015,0,0,43015,43015,KELLY-MCMASTER,RD,219,TDELTR00219**C, ,KELLY-MCMASTER RD,KELLY-MCMASTER,BROWN TWP,BROWN TWP, ,756.107266304333
506,2000,1500, ,,41,37,0, ,DEL,DEL,OH,OH,77560,77560,C,2,50, ,TROY TWP,TROY TWP,T,0,0,P,B, ,N, ,KELLY MCMASTER/KELLYMCMASTER, ,RD/RD,0,0,0, , ,1841003700, , ,1985,1589,1900,1590,43015,43015,KELLY-MCMASTER,RD,219,TDELTR00219**C, ,KELLY-MCMASTER RD,KELLY-MCMASTER,TROY TWP,TROY TWP, ,1020.0929269608
507,8900,6700,LOTT,,31,76,1, ,DEL,DEL,OH,OH,64178,64178,C,2,45, ,PORTER TWP,PORTER TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1331007601, , ,8669,7811,8870,8146,43334,43334,LOTT,RD,64,CDELCR00064**C, ,LOTT RD,LOTT,PORTER TWP,PORTER TWP, ,2017.28643639843
508,7400,6200, ,,41,65,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,T,0,0,P,B, ,N, , , , ,0,0,0,TDELTR00033**C,Y,841006500, , ,6553,6281,6630,6400,43074,43074,CLARK,RD,33,TDELTR00033**C, ,CLARK RD,CLARK,KINGSTON TWP,KINGSTON TWP, ,1582.64934922444
509,8900,6700,LOTT,,31,77,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,C,0,0,P,B,True,N, , , , ,0,0,0,TDELTR00063**C,O,1331007700, , ,0,0,0,0,43074,43334,LOTT,RD,64,CDELCR00064**C, ,LOTT RD,LOTT,PORTER TWP,PORTER TWP, ,278.356207203688
510,6800,2001, ,,12,67,1, ,DEL,DEL,OH,OH,77560,77560,C,4,55, ,TROY TWP,TROY TWP,S,0,0,P,B, ,N, ,US 23/US HWY 23/23,N/N/, ,0,0,0, , ,1812006701, ,N,2681,2681,2688,2688,43015,43015,23, ,23,SDELUS00023**C,US HIGHWAY,US HIGHWAY 23 N,US HIGHWAY 23,TROY TWP,TROY TWP,US-23,416.740056425844
511,200,1, ,,42,66,0, ,DEL,DEL,OH,OH,77560,77560,C,2,35, ,TROY TWP,TROY TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1842006600, , ,121,41,130,70,43015,43015,KIRKWOOD,DR,338,TDELTR00338**C, ,KIRKWOOD DR,KIRKWOOD,TROY TWP,TROY TWP, ,178.692398249927
512,14300,12300, ,,41,78,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,T,0,0,P,B, ,N, , , , ,0,0,0,TDELTR00063**C,Y,1341007800, , ,13407,13151,13170,13130,43074,43074,CHAMBERS,RD,63,TDELTR00063**C, ,CHAMBERS RD,CHAMBERS,PORTER TWP,PORTER TWP, ,777.42871728157
513,3400,2787, ,,41,16,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,T,0,0,P,B,True,N, ,HILLS MILLER/HILLSMILLER, ,RD/RD,0,0,0, , ,1441001600, , ,2880,3260,2799,3161,43015,43015,HILLS-MILLER,RD,192,TDELTR00192**C, ,HILLS-MILLER RD,HILLS-MILLER,RADNOR TWP,RADNOR TWP, ,1106.96983493105
514,6800,2001, ,,12,65,0, ,DEL,DEL,OH,OH,21434,77560,C,4,55,DELAWARE, ,TROY TWP,S,0,0,P,B, ,N, ,US 23/US HWY 23/23,N/N/, ,0,0,0, , ,1812006500, ,N,2621,2621,2624,2624,43015,43015,23, ,23,SDELUS00023**C,US HIGHWAY,US HIGHWAY 23 N,US HIGHWAY 23,DELAWARE,TROY TWP,US-23,86.1124857260278
515,200,1, ,,42,62,0, ,DEL,DEL,OH,OH,77560,77560,C,2,35, ,TROY TWP,TROY TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1842006200, , ,191,31,140,34,43015,43015,STONEBROOK,DR,339,TDELTR00339**C, ,STONEBROOK DR,STONEBROOK,TROY TWP,TROY TWP, ,256.460913089306
516,10100,5401, ,,21,87,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,S,0,0,P,B, ,N, ,SR 656/ST RT 656/656, , ,0,0,0, , ,1321008700, , ,8717,8521,8600,8540,43074,43074,656, ,656,SDELSR00656**C,STATE ROUTE,STATE ROUTE 656,STATE ROUTE 656,PORTER TWP,PORTER TWP,SR-656,593.379696222309
517,14300,12300, ,,41,88,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,T,0,0,P,B, ,N, , , , ,0,0,0,TDELTR00063**C,Y,1341008800, , ,14201,13529,13970,13612,43074,43074,CHAMBERS,RD,63,TDELTR00063**C, ,CHAMBERS RD,CHAMBERS,PORTER TWP,PORTER TWP, ,1770.36172326734
518,6800,2001, ,,12,61,0, ,DEL,DEL,OH,OH,21434,77560,C,4,55,DELAWARE, ,TROY TWP,S,0,0,P,B, ,N, ,US 23/US HWY 23/23,N/N/, ,0,0,0, , ,1812006100, ,N,0,0,2550,2550,43015,43015,23, ,23,SDELUS00023**C,US HIGHWAY,US HIGHWAY 23 N,US HIGHWAY 23,DELAWARE,TROY TWP,US-23,146.395546019634
519,400,1, ,,61,60,0, ,DEL,DEL,OH,OH,77560,77560,C,2,20, ,TROY TWP,TROY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,1861006000, , ,321,191,510,34,43015,43015,MONTEREY,PL,80371,PDELTR80371**C, ,MONTEREY PL,MONTEREY,TROY TWP,TROY TWP, ,712.858619627508
520,7300,2220,HORSESHOE,,31,36,0, ,DEL,DEL,OH,OH,77560,77560,C,2,50, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831003600, , ,3115,3021,2990,2990,43015,43015,HORSESHOE,RD,220,CDELCR00220**C, ,HORSESHOE RD,HORSESHOE,TROY TWP,TROY TWP, ,504.815436878472
521,1500,800, ,,41,34,0, ,DEL,DEL,OH,OH,77560,77560,C,2,45, ,TROY TWP,TROY TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1841003400, , ,1405,933,1352,890,43015,43015,CASE,RD,218,TDELTR00218**C, ,CASE RD,CASE,TROY TWP,TROY TWP, ,1366.50564295794
522,5300,2001,PANHANDLE,,31,58,0, ,DEL,DEL,OH,OH,77560,77560,C,2,55, ,TROY TWP,TROY TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1831005800, , ,3297,2825,3208,2834,43015,43015,PANHANDLE,RD,215,CDELCR00215**C, ,PANHANDLE RD,PANHANDLE,TROY TWP,TROY TWP, ,1259.648044672
523,8700,6001, ,,21,71,0, ,DEL,DEL,OH,OH,64178,64178,C,2,55, ,PORTER TWP,PORTER TWP,S,0,0,P,B, ,N, ,STATE ROUTE 61/SR 61/ST RT 61/61,/N/N/, ,0,0,0, , ,1321007100, ,N,7447,7313,7374,7220,43074,43074,61, ,61,SDELSR00061**C,STATE ROUTE,STATE ROUTE 61 N,STATE ROUTE 61,PORTER TWP,PORTER TWP,SR-61,488.968912248318
524,1100,1, ,,41,146,0, ,DEL,DEL,OH,OH,70842,70842,C,2,55, ,SCIOTO TWP,SCIOTO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1541014600, , ,1083,441,1090,340,43061,43061,TYLER,RD,175,TDELTR00175**C, ,TYLER RD,TYLER,SCIOTO TWP,SCIOTO TWP, ,2006.35548462651
525,9600,5101, ,,21,145,0, ,DEL,DEL,OH,OH,70842,70842,C,2,55, ,SCIOTO TWP,SCIOTO TWP,S,0,0,P,B,True,N, ,SR 37/ST RT 37/37,W/W/, ,0,0,0,SDELSR00037**C,Y,1521014500, ,W,8468,8970,7601,8655,43061,43061,37, ,37,SDELSR00037**C,STATE ROUTE,STATE ROUTE 37 W,STATE ROUTE 37,SCIOTO TWP,SCIOTO TWP,SR-37,2908.95000199353
526,8000,3100, ,,41,53,0, ,DEL,DEL,OH,OH,40362,40362,C,2,50, ,KINGSTON TWP,KINGSTON TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,841005300, , ,6997,6997,6950,6632,43074,43074,BLUE CHURCH,RD,67,TDELTR00067**C, ,BLUE CHURCH RD,BLUE CHURCH,KINGSTON TWP,KINGSTON TWP, ,1055.56604959297
527,2786,381, ,,41,1,0, ,DEL,DEL,OH,OH,77560,77560,C,2,55, ,TROY TWP,TROY TWP,T,0,0,P,B,True,N, ,HILLS MILLER/HILLSMILLER, ,RD/RD,0,0,0, , ,1841000100, , ,1960,2786,1873,2731,43015,43015,HILLS-MILLER,RD,192,TDELTR00192**C, ,HILLS-MILLER RD,HILLS-MILLER,TROY TWP,TROY TWP, ,2683.3930977721
528,12400,6200,KILBOURNE,,31,60,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,C,0,0,P,B, ,N, , , , ,0,0,0,CDELCR00065**C,Y,831006000, , ,9495,7777,9736,7858,43074,43074,KILBOURNE,RD,65,CDELCR00065**C, ,KILBOURNE RD,KILBOURNE,KINGSTON TWP,KINGSTON TWP, ,4031.75197381582
529,12400,6200,KILBOURNE,,31,59,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,C,0,0,P,B, ,N, , , , ,0,0,0,CDELCR00065**C,Y,831005900, , ,0,0,7766,7712,43074,43074,KILBOURNE,RD,65,CDELCR00065**C, ,KILBOURNE RD,KILBOURNE,KINGSTON TWP,KINGSTON TWP, ,185.897535431647
530,6500,1601,N GALENA,,31,61,0, ,DEL,DEL,OH,OH,40362,40362,C,2,55, ,KINGSTON TWP,KINGSTON TWP,C,0,0,P,B,True,N,NORTH,GALENA, ,RD,0,0,0,CDELCR00034**C,M,831006100,N, ,5917,5051,5868,5080,43074,43074,GALENA,RD,34,CDELCR00034**C, ,N GALENA RD,GALENA,KINGSTON TWP,KINGSTON TWP, ,2435.05139566155
531,5200,3400, ,,41,43,0, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,341004300, , ,5083,4145,4868,4300,43015,43015,CACKLER,RD,81,TDELTR00081**C, ,CACKLER RD,CACKLER,BROWN TWP,BROWN TWP, ,4153.06181871464
532,3900,3600, ,,41,42,0, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,341004200, , ,0,0,3742,3682,43015,43015,WALTON,RD,265,TDELTR00265**C, ,WALTON RD,WALTON,BROWN TWP,BROWN TWP, ,873.99215082339
